VehicleModel,VehicleYear,PartName,HoursOfOperation,SupplierName,ClaimDate,SettlementAmount,MaintenanceFrequency,EnvironmentCondition,OperationalIntensity,WarrantyStatus,PreviousFailures,pass_fail
Model B,2019,Alternator,1725.0,DriveLineTech,2018-12-23 19:08:32.570856952,1563.9864779431011,1500 hours,Urban,Heavy,In Warranty,0,fail
Model C,2022,Headlight,1172.0,RideEquipCorp,2018-12-24 09:45:18.906302100,657.1115237123622,500 hours,Mountainous,Heavy,Out of Warranty,3,fail
Model D,2019,Brake,,AutoPartsCo,2018-12-25 00:22:05.241747248,1157.1650650421625,1500 hours,Mountainous,Moderate,Out of Warranty,0,fail
Model A,2022,Alternator,1351.0,AutoPartsCo,2018-12-25 14:58:51.577192396,1964.0791080409592,500 hours,Rural,Moderate,Out of Warranty,0,fail
Model A,2015,,993.0,AutoPartsCo,2018-12-26 05:35:37.912637544,1801.3811327970566,1500 hours,Urban,Light,In Warranty,4,pass
Model D,2021,Brake,4600.0,MotoComponentsLtd,2018-12-26 20:12:24.248082696,1907.6975847918147,1500 hours,Urban,Heavy,In Warranty,3,fail
Model A,2017,Headlight,995.0,DriveLineTech,2018-12-27 10:49:10.583527844,802.9659771307142,1500 hours,Coastal,Light,In Warranty,3,fail
Model D,2015,Brake,650.0,MotoComponentsLtd,2018-12-28 01:25:56.918972992,1584.5098064984904,1000 hours,Mountainous,Light,In Warranty,2,pass
Model D,2019,Alternator,2750.0,RideEquipCorp,2018-12-28 16:02:43.254418140,1258.8010059326782,1000 hours,Urban,Moderate,Out of Warranty,1,pass
Model D,2017,Engine,4870.0,MotoComponentsLtd,2018-12-29 06:39:29.589863288,211.3334119713701,500 hours,Coastal,Light,In Warranty,4,pass
Model A,2022,Engine,1467.0,,2018-12-29 21:16:15.925308436,1656.7617588562775,500 hours,Urban,Light,In Warranty,3,pass
Model C,2017,Headlight,1574.0,MotoComponentsLtd,2018-12-30 11:53:02.260753584,1370.347488896861,1000 hours,Mountainous,Light,In Warranty,4,pass
Model D,2022,Headlight,3816.0,,2018-12-31 02:29:48.596198732,437.8888510547702,500 hours,Coastal,Moderate,Out of Warranty,2,pass
Model B,2015,Engine,300.0,DriveLineTech,2018-12-31 17:06:34.931643880,2054.9018698744962,500 hours,Urban,Light,In Warranty,0,pass
Model A,2019,Headlight,1594.0,MotoComponentsLtd,2019-01-01 07:43:21.267089028,1682.1931547642448,1000 hours,Rural,Light,In Warranty,3,pass
Model D,2018,Brake,128.0,MotoComponentsLtd,2019-01-01 22:20:07.602534180,203.85856750784205,1000 hours,Urban,Moderate,Out of Warranty,2,pass
Model D,2019,Radiator,,MotoComponentsLtd,2019-01-02 12:56:53.937979328,228.14003746455145,1000 hours,Mountainous,Moderate,Out of Warranty,4,fail
Model B,2022,Radiator,947.0,AutoPartsCo,2019-01-03 03:33:40.273424476,883.4461614134148,1000 hours,Rural,Moderate,Out of Warranty,2,pass
Model C,2016,Brake,,AutoPartsCo,2019-01-03 18:10:26.608869624,312.8557654179803,1500 hours,Urban,Heavy,Out of Warranty,2,fail
Model C,2021,Radiator,275.0,MotoComponentsLtd,2019-01-04 08:47:12.944314772,1831.6557150133028,1000 hours,,Moderate,Out of Warranty,2,fail
Model C,2020,,1259.0,MotoComponentsLtd,2019-01-04 23:23:59.279759920,967.0536757133116,500 hours,Coastal,Heavy,Out of Warranty,2,fail
Model D,2018,Brake,4948.0,DriveLineTech,2019-01-05 14:00:45.615205068,1159.8444122764145,1500 hours,Mountainous,Moderate,Out of Warranty,2,fail
Model D,2017,Headlight,4887.0,DriveLineTech,2019-01-06 04:37:31.950650216,1859.8068744822706,1500 hours,Urban,Moderate,In Warranty,2,pass
Model D,2018,Brake,2228.0,RideEquipCorp,2019-01-06 19:14:18.286095364,1084.0132899947798,500 hours,Urban,Moderate,Out of Warranty,1,pass
Model A,2021,Engine,2729.0,DriveLineTech,2019-01-07 09:51:04.621540512,739.5027346167711,,Urban,Heavy,Out of Warranty,4,pass
Model B,2017,Headlight,2935.0,DriveLineTech,2019-01-08 00:27:50.956985660,1604.452456340872,500 hours,Mountainous,Light,Out of Warranty,0,fail
Model D,2021,Engine,2856.0,DriveLineTech,2019-01-08 15:04:37.292430812,,1500 hours,Rural,Moderate,Out of Warranty,4,pass
Model B,2017,,753.0,AutoPartsCo,2019-01-09 05:41:23.627875960,671.0153799244955,1500 hours,Mountainous,Heavy,Out of Warranty,3,pass
Model B,2018,Radiator,2594.0,DriveLineTech,2019-01-09 20:18:09.963321108,1460.2974442807924,500 hours,Coastal,Moderate,In Warranty,3,fail
Model C,2017,Brake,2420.0,DriveLineTech,2019-01-10 10:54:56.298766256,1613.131069395434,500 hours,Coastal,Light,In Warranty,4,fail
Model A,2017,Alternator,3331.0,MotoComponentsLtd,2019-01-11 01:31:42.634211404,1593.8465267893293,500 hours,Mountainous,Heavy,In Warranty,2,fail
Model D,2016,Headlight,4760.0,AutoPartsCo,2019-01-11 16:08:28.969656552,1956.4651075509798,500 hours,Urban,Moderate,In Warranty,1,pass
Model C,2019,,378.0,RideEquipCorp,2019-01-12 06:45:15.305101700,1584.0005503061773,1000 hours,Urban,Moderate,In Warranty,0,pass
Model C,2019,Engine,4278.0,RideEquipCorp,2019-01-12 21:22:01.640546848,1551.370200099938,1000 hours,Rural,Moderate,In Warranty,2,pass
Model D,2020,Radiator,4980.0,DriveLineTech,2019-01-13 11:58:47.975991996,1722.0962447856293,500 hours,,Light,In Warranty,4,pass
Model B,2020,Engine,170.0,RideEquipCorp,2019-01-14 02:35:34.311437144,50.361130826113474,1000 hours,Mountainous,Heavy,Out of Warranty,4,fail
Model C,2022,Engine,1014.0,RideEquipCorp,2019-01-14 17:12:20.646882296,756.7412518161528,500 hours,Urban,Moderate,Out of Warranty,1,pass
Model B,2022,Radiator,4274.0,,2019-01-15 07:49:06.982327444,1488.3260372671232,500 hours,Coastal,Moderate,Out of Warranty,1,pass
Model A,2022,Alternator,3725.0,DriveLineTech,2019-01-15 22:25:53.317772592,1219.4520716650409,1500 hours,Coastal,Heavy,Out of Warranty,4,fail
Model B,2016,,2126.0,RideEquipCorp,2019-01-16 13:02:39.653217740,396.2654051316544,500 hours,Rural,Light,Out of Warranty,2,pass
Model A,2020,Engine,382.0,DriveLineTech,2019-01-17 03:39:25.988662888,642.2795237226634,500 hours,Rural,Light,Out of Warranty,2,fail
,2021,Headlight,3418.0,MotoComponentsLtd,2019-01-17 18:16:12.324108036,706.7455916101082,500 hours,Coastal,Light,In Warranty,2,fail
Model C,2022,Radiator,1366.0,MotoComponentsLtd,2019-01-18 08:52:58.659553184,1157.2648167860161,500 hours,Mountainous,Light,Out of Warranty,0,fail
Model C,2022,Brake,1246.0,RideEquipCorp,2019-01-18 23:29:44.994998332,1671.616678060099,1500 hours,Rural,Light,Out of Warranty,0,pass
Model A,2018,Alternator,,MotoComponentsLtd,2019-01-19 14:06:31.330443480,1868.3589705664756,500 hours,Urban,Moderate,Out of Warranty,2,pass
Model D,2015,Alternator,1479.0,DriveLineTech,2019-01-20 04:43:17.665888628,1512.680205064596,1500 hours,Mountainous,Moderate,In Warranty,4,fail
Model A,2021,Radiator,405.0,,2019-01-20 19:20:04.001333776,1693.753260844779,500 hours,Urban,Moderate,In Warranty,1,fail
Model A,2022,,4284.0,RideEquipCorp,2019-01-21 09:56:50.336778928,966.6871189804564,,Rural,Heavy,In Warranty,3,pass
Model B,2022,Headlight,1576.0,DriveLineTech,2019-01-22 00:33:36.672224076,810.0618732634604,1000 hours,Coastal,Light,Out of Warranty,1,pass
Model B,2022,Radiator,3947.0,AutoPartsCo,2019-01-22 15:10:23.007669224,815.7816376812231,1500 hours,Rural,Heavy,Out of Warranty,1,pass
Model A,2015,Headlight,78.0,DriveLineTech,2019-01-23 05:47:09.343114372,1251.2751302629163,1500 hours,Coastal,Light,Out of Warranty,3,fail
Model C,2015,Alternator,1063.0,MotoComponentsLtd,2019-01-23 20:23:55.678559520,292.2615758338276,500 hours,,Light,In Warranty,2,pass
Model B,2016,Alternator,2752.0,AutoPartsCo,2019-01-24 11:00:42.014004668,1180.0136564410093,1500 hours,Rural,Heavy,In Warranty,1,pass
Model D,2021,Brake,877.0,DriveLineTech,2019-01-25 01:37:28.349449816,1347.0090773582647,1500 hours,Rural,Moderate,Out of Warranty,3,pass
,2016,Radiator,4496.0,AutoPartsCo,2019-01-25 16:14:14.684894964,905.8720434021657,500 hours,Rural,Heavy,In Warranty,4,pass
Model B,2017,Engine,2074.0,AutoPartsCo,2019-01-26 06:51:01.020340112,1908.6759947037763,1000 hours,Mountainous,Moderate,Out of Warranty,4,fail
Model D,2015,Engine,,AutoPartsCo,2019-01-26 21:27:47.355785260,1236.0158811401718,1000 hours,Urban,Light,In Warranty,4,pass
,2018,Brake,1915.0,DriveLineTech,2019-01-27 12:04:33.691230412,478.99897086141914,1000 hours,Urban,Moderate,In Warranty,2,pass
Model D,2020,Brake,4066.0,MotoComponentsLtd,2019-01-28 02:41:20.026675560,,1500 hours,Coastal,Light,In Warranty,1,pass
Model A,2018,Headlight,2161.0,DriveLineTech,2019-01-28 17:18:06.362120708,1367.0386524138232,500 hours,Rural,Light,Out of Warranty,1,pass
Model A,2020,Brake,804.0,MotoComponentsLtd,2019-01-29 07:54:52.697565856,681.076792931934,1000 hours,Urban,Moderate,In Warranty,0,pass
Model A,2015,Brake,819.0,DriveLineTech,2019-01-29 22:31:39.033011004,2053.0113226359517,1000 hours,Mountainous,Light,Out of Warranty,4,pass
Model D,2015,Engine,3785.0,DriveLineTech,2019-01-30 13:08:25.368456152,1187.6994876862257,1000 hours,Rural,Moderate,Out of Warranty,2,pass
Model A,2015,Headlight,1288.0,DriveLineTech,2019-01-31 03:45:11.703901300,1898.346828808376,1000 hours,Coastal,Heavy,Out of Warranty,3,fail
,2016,Brake,4979.0,MotoComponentsLtd,2019-01-31 18:21:58.039346448,995.8903718481888,500 hours,Urban,Light,In Warranty,2,pass
Model D,2021,Brake,2263.0,DriveLineTech,2019-02-01 08:58:44.374791596,1816.9127072617239,1000 hours,Mountainous,Light,In Warranty,1,fail
Model C,2020,,1956.0,AutoPartsCo,2019-02-01 23:35:30.710236744,1678.2959973248032,1500 hours,Mountainous,Heavy,In Warranty,4,pass
Model A,2021,Radiator,1614.0,DriveLineTech,2019-02-02 14:12:17.045681892,,1500 hours,Coastal,Light,Out of Warranty,0,pass
Model B,2016,Headlight,1268.0,AutoPartsCo,2019-02-03 04:49:03.381127044,1430.931347579363,500 hours,Urban,Heavy,In Warranty,2,pass
,2016,Engine,4651.0,RideEquipCorp,2019-02-03 19:25:49.716572192,899.1577738903579,1000 hours,Rural,Heavy,In Warranty,0,pass
Model C,2019,Radiator,,RideEquipCorp,2019-02-04 10:02:36.052017340,,1000 hours,Mountainous,Light,Out of Warranty,1,pass
Model C,2018,Alternator,3889.0,MotoComponentsLtd,2019-02-05 00:39:22.387462488,1389.529793550071,1500 hours,Coastal,Heavy,Out of Warranty,3,pass
Model D,2018,Headlight,1510.0,MotoComponentsLtd,2019-02-05 15:16:08.722907636,1498.1884013800216,500 hours,,Heavy,Out of Warranty,2,pass
Model B,2017,Engine,4035.0,RideEquipCorp,2019-02-06 05:52:55.058352784,400.79782153293564,1500 hours,Mountainous,Heavy,In Warranty,1,pass
Model D,2022,Radiator,1466.0,DriveLineTech,2019-02-06 20:29:41.393797932,1833.1671300096064,500 hours,,Light,In Warranty,4,pass
Model C,2016,Headlight,2903.0,DriveLineTech,2019-02-07 11:06:27.729243080,1514.7371257053098,500 hours,Urban,Heavy,Out of Warranty,2,pass
,2020,Brake,4906.0,DriveLineTech,2019-02-08 01:43:14.064688228,1870.082223326839,500 hours,,Moderate,In Warranty,0,pass
Model B,2019,,4978.0,RideEquipCorp,2019-02-08 16:20:00.400133376,668.2927765891974,1500 hours,Mountainous,Moderate,Out of Warranty,2,fail
Model A,2019,Alternator,1478.0,,2019-02-09 06:56:46.735578528,1881.7032806988243,,,Heavy,In Warranty,1,pass
Model A,2022,Headlight,4428.0,MotoComponentsLtd,2019-02-09 21:33:33.071023676,768.6094327848427,1500 hours,Mountainous,Moderate,Out of Warranty,1,fail
Model B,2021,Radiator,,AutoPartsCo,2019-02-10 12:10:19.406468824,155.2410347834139,1500 hours,Coastal,Light,In Warranty,0,pass
,2022,Radiator,4343.0,RideEquipCorp,2019-02-11 02:47:05.741913972,1537.7903079825956,1000 hours,Mountainous,Heavy,Out of Warranty,1,fail
Model A,2022,Headlight,3112.0,AutoPartsCo,2019-02-11 17:23:52.077359120,1421.8408809722646,1500 hours,Coastal,Light,Out of Warranty,2,pass
Model C,2022,Radiator,3121.0,DriveLineTech,2019-02-12 08:00:38.412804268,1215.9264349134983,1500 hours,Mountainous,Moderate,Out of Warranty,0,fail
Model A,2018,Brake,605.0,DriveLineTech,2019-02-12 22:37:24.748249416,1005.2928015491393,1000 hours,Mountainous,Moderate,In Warranty,1,pass
Model B,2016,Headlight,405.0,AutoPartsCo,2019-02-13 13:14:11.083694564,112.72227712913121,1000 hours,Rural,Moderate,In Warranty,1,pass
Model B,2017,Brake,1613.0,RideEquipCorp,2019-02-14 03:50:57.419139712,1267.9646404643008,,Urban,Moderate,In Warranty,2,pass
Model B,2016,Brake,3550.0,AutoPartsCo,2019-02-14 18:27:43.754584860,862.8274996844476,500 hours,Urban,Light,Out of Warranty,1,pass
Model D,2021,Engine,1090.0,DriveLineTech,2019-02-15 09:04:30.090030012,1142.4083353448427,500 hours,Coastal,Heavy,Out of Warranty,2,fail
Model A,2015,Headlight,2736.0,DriveLineTech,2019-02-15 23:41:16.425475160,887.1766168368907,1000 hours,Mountainous,Light,Out of Warranty,4,pass
Model D,2022,Radiator,4524.0,RideEquipCorp,2019-02-16 14:18:02.760920308,1933.809458892138,500 hours,Mountainous,Heavy,Out of Warranty,2,pass
Model D,2016,Brake,4825.0,AutoPartsCo,2019-02-17 04:54:49.096365456,1228.0123572441519,1000 hours,Urban,Moderate,Out of Warranty,3,pass
Model B,2021,Engine,2603.0,DriveLineTech,2019-02-17 19:31:35.431810604,1511.010844674811,500 hours,Coastal,Moderate,Out of Warranty,1,pass
Model B,2015,Headlight,1829.0,DriveLineTech,2019-02-18 10:08:21.767255752,1875.8765475686123,1500 hours,Rural,Moderate,Out of Warranty,4,pass
Model D,2015,Headlight,125.0,AutoPartsCo,2019-02-19 00:45:08.102700900,1203.6186796876423,500 hours,Rural,Moderate,Out of Warranty,0,pass
Model A,2022,Alternator,43760.0,AutoPartsCo,2019-02-19 15:21:54.438146048,73.52190975368147,500 hours,Rural,Light,Out of Warranty,3,pass
Model C,2017,Alternator,33690.0,MotoComponentsLtd,2019-02-20 05:58:40.773591196,116.8687727055576,1500 hours,,Heavy,In Warranty,0,pass
Model D,2020,Brake,2399.0,RideEquipCorp,2019-02-20 20:35:27.109036344,1419.5599464986306,1000 hours,Coastal,Heavy,Out of Warranty,3,pass
Model A,2018,Alternator,2823.0,RideEquipCorp,2019-02-21 11:12:13.444481492,594.2160154950028,500 hours,Urban,Moderate,In Warranty,4,pass
Model B,2016,Brake,2312.0,,2019-02-22 01:48:59.779926640,1179.7904683285,500 hours,Mountainous,Light,Out of Warranty,4,pass
Model B,2015,Radiator,3279.0,RideEquipCorp,2019-02-22 16:25:46.115371792,444.44050312680446,1500 hours,,Moderate,In Warranty,4,pass
Model A,2016,Brake,2166.0,DriveLineTech,2019-02-23 07:02:32.450816936,576.9853063703425,,Rural,Heavy,Out of Warranty,3,pass
Model C,2020,Alternator,4420.0,,2019-02-23 21:39:18.786262088,1034.0500590987467,1500 hours,Coastal,Heavy,In Warranty,2,fail
Model B,2018,Radiator,1158.0,,2019-02-24 12:16:05.121707232,1952.36045354436,1500 hours,Coastal,Light,Out of Warranty,0,fail
Model B,2020,Alternator,4412.0,AutoPartsCo,2019-02-25 02:52:51.457152384,1251.7274539579237,1000 hours,Rural,Heavy,Out of Warranty,2,fail
Model B,2018,Brake,660.0,MotoComponentsLtd,2019-02-25 17:29:37.792597536,1875.4888038003953,500 hours,Rural,Light,Out of Warranty,2,pass
Model A,2019,Engine,2825.0,RideEquipCorp,2019-02-26 08:06:24.128042680,1920.7907160545476,500 hours,Rural,Moderate,In Warranty,1,fail
Model D,2018,Headlight,4048.0,MotoComponentsLtd,2019-02-26 22:43:10.463487832,455.81449301998947,500 hours,Mountainous,Moderate,Out of Warranty,0,pass
Model B,2022,Alternator,722.0,DriveLineTech,2019-02-27 13:19:56.798932976,656.8275248144416,500 hours,Mountainous,Light,In Warranty,3,pass
Model D,2017,Brake,3727.0,RideEquipCorp,2019-02-28 03:56:43.134378128,1551.484948376473,1000 hours,Mountainous,Moderate,In Warranty,1,pass
Model C,2020,Radiator,80.0,MotoComponentsLtd,2019-02-28 18:33:29.469823272,17401.898044681206,500 hours,Urban,Light,In Warranty,1,fail
Model B,2015,Alternator,1450.0,AutoPartsCo,2019-03-01 09:10:15.805268424,,1000 hours,Urban,Moderate,In Warranty,4,fail
Model B,2022,Alternator,4121.0,,2019-03-01 23:47:02.140713568,1986.790831197071,1000 hours,,Moderate,In Warranty,3,pass
Model C,2019,Headlight,666.0,AutoPartsCo,2019-03-02 14:23:48.476158720,72.56578757277703,1500 hours,Rural,Heavy,Out of Warranty,2,pass
Model B,2017,Brake,4684.0,MotoComponentsLtd,2019-03-03 05:00:34.811603864,634.2056783911705,1500 hours,Rural,Heavy,In Warranty,2,pass
Model D,2016,Engine,2836.0,MotoComponentsLtd,2019-03-03 19:37:21.147049016,1265.1654198019307,500 hours,Mountainous,Light,In Warranty,2,fail
Model A,2022,Radiator,920.0,MotoComponentsLtd,2019-03-04 10:14:07.482494168,965.1153263280916,1000 hours,Urban,Moderate,In Warranty,4,fail
Model D,2020,Brake,4246.0,AutoPartsCo,2019-03-05 00:50:53.817939312,277.37578453616146,1500 hours,Rural,Moderate,In Warranty,2,pass
,2021,Radiator,3654.0,,2019-03-05 15:27:40.153384464,767.184816687099,1000 hours,Coastal,Moderate,Out of Warranty,0,pass
Model A,2021,Alternator,1462.0,RideEquipCorp,2019-03-06 06:04:26.488829608,99.62192942532616,1500 hours,Rural,Heavy,Out of Warranty,2,pass
Model D,2015,Headlight,2789.0,RideEquipCorp,2019-03-06 20:41:12.824274760,1303.3547898467948,1000 hours,Mountainous,Light,Out of Warranty,2,fail
Model D,2018,Headlight,990.0,RideEquipCorp,2019-03-07 11:17:59.159719904,1790.8479588428927,500 hours,Mountainous,Light,In Warranty,0,fail
Model D,2015,Engine,390.0,AutoPartsCo,2019-03-08 01:54:45.495165056,1775.5045413777448,500 hours,Urban,Light,In Warranty,4,pass
Model D,2021,Headlight,,AutoPartsCo,2019-03-08 16:31:31.830610200,1414.1117238428158,1000 hours,Coastal,Moderate,In Warranty,1,pass
Model C,2016,Alternator,4183.0,RideEquipCorp,2019-03-09 07:08:18.166055352,958.2518812209587,1500 hours,Coastal,Light,Out of Warranty,3,fail
,2019,Engine,709.0,RideEquipCorp,2019-03-09 21:45:04.501500504,1048.461656448405,1500 hours,Rural,Heavy,In Warranty,4,pass
Model A,2019,Brake,2083.0,RideEquipCorp,2019-03-10 12:21:50.836945648,316.9917067915427,500 hours,Coastal,Heavy,Out of Warranty,2,fail
Model D,2020,Headlight,1610.0,DriveLineTech,2019-03-11 02:58:37.172390800,714.9833315824459,500 hours,Rural,Light,In Warranty,1,pass
Model D,2019,Engine,3507.0,RideEquipCorp,2019-03-11 17:35:23.507835944,416.0697472216336,500 hours,Rural,Moderate,In Warranty,3,fail
Model D,2020,Alternator,1706.0,MotoComponentsLtd,2019-03-12 08:12:09.843281096,,1500 hours,Urban,Heavy,Out of Warranty,3,fail
Model C,2022,Radiator,3025.0,DriveLineTech,2019-03-12 22:48:56.178726240,1833.7701076090216,1500 hours,Coastal,Heavy,In Warranty,3,pass
Model D,2020,Radiator,1099.0,DriveLineTech,2019-03-13 13:25:42.514171392,1097.0003597692282,500 hours,Mountainous,Moderate,Out of Warranty,0,fail
Model D,2022,Alternator,503.0,AutoPartsCo,2019-03-14 04:02:28.849616536,1469.1398790002409,1000 hours,Rural,Moderate,In Warranty,0,pass
Model D,2020,Alternator,1754.0,MotoComponentsLtd,2019-03-14 18:39:15.185061688,2868.563032688986,1500 hours,Rural,Light,Out of Warranty,1,fail
Model B,2021,Radiator,2834.0,AutoPartsCo,2019-03-15 09:16:01.520506832,1236.6425543906148,500 hours,Rural,Heavy,In Warranty,2,fail
Model C,2021,Engine,868.0,AutoPartsCo,2019-03-15 23:52:47.855951984,1420.4424916867997,1000 hours,Coastal,Heavy,In Warranty,1,pass
Model D,2018,Radiator,4918.0,MotoComponentsLtd,2019-03-16 14:29:34.191397136,932.8978525472315,1500 hours,Coastal,Light,In Warranty,2,pass
Model A,2022,Alternator,62.0,AutoPartsCo,2019-03-17 05:06:20.526842280,524.3825147178623,1000 hours,Coastal,Light,In Warranty,4,pass
Model A,2017,Headlight,4029.0,MotoComponentsLtd,2019-03-17 19:43:06.862287432,1760.8803150557133,,Rural,Heavy,In Warranty,3,fail
,2022,Brake,970.0,MotoComponentsLtd,2019-03-18 10:19:53.197732576,1498.6720039097588,1500 hours,Mountainous,Heavy,Out of Warranty,3,fail
Model C,2020,,4970.0,AutoPartsCo,2019-03-19 00:56:39.533177728,1804.7216996059303,500 hours,Mountainous,Moderate,Out of Warranty,0,pass
Model C,2020,Headlight,24680.0,RideEquipCorp,2019-03-19 15:33:25.868622872,1645.8851626207556,,,Moderate,In Warranty,4,fail
Model A,2017,Alternator,1364.0,AutoPartsCo,2019-03-20 06:10:12.204068024,1981.230137678782,500 hours,Mountainous,Heavy,Out of Warranty,4,pass
Model D,2015,Radiator,3727.0,DriveLineTech,2019-03-20 20:46:58.539513168,424.7368297681754,1500 hours,Rural,Heavy,Out of Warranty,2,pass
Model C,2020,Engine,2067.0,AutoPartsCo,2019-03-21 11:23:44.874958320,219.15814721774947,,Coastal,Moderate,Out of Warranty,4,pass
Model A,2018,Headlight,1278.0,MotoComponentsLtd,2019-03-22 02:00:31.210403464,,,Coastal,Light,Out of Warranty,0,pass
Model A,2019,Radiator,4842.0,DriveLineTech,2019-03-22 16:37:17.545848616,3015.5814129535484,1000 hours,Rural,Light,In Warranty,2,pass
Model D,2019,Engine,2484.0,MotoComponentsLtd,2019-03-23 07:14:03.881293768,1070.1037201671375,1000 hours,Coastal,Heavy,Out of Warranty,1,pass
Model B,2016,,2918.0,RideEquipCorp,2019-03-23 21:50:50.216738912,1284.4063655450977,1000 hours,Rural,Heavy,Out of Warranty,2,pass
Model C,2016,Engine,2565.0,RideEquipCorp,2019-03-24 12:27:36.552184064,1177.6627995881372,1500 hours,Coastal,Moderate,In Warranty,1,fail
Model D,2019,Radiator,1488.0,DriveLineTech,2019-03-25 03:04:22.887629208,555.5182640110268,1000 hours,Mountainous,Heavy,In Warranty,2,pass
Model A,2019,Brake,4214.0,RideEquipCorp,2019-03-25 17:41:09.223074360,1822.206860389154,1500 hours,Coastal,Light,In Warranty,3,pass
